SalePrice,Lot_Area,Gr_Liv_Area,Total_Bsmt_SF,Garage_Area,Year_Built,Year_Remod_Add,Overall_Qual,Overall_Cond,Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,MS_Zoning,Neighborhood,House_Style,Foundation,Exter_Qual,Kitchen_Qual,Bsmt_Qual,Garage_Finish,Lot_Frontage,Mas_Vnr_Area,Garage_Yr_Blt,Pool_QC,Fence,Alley
107266,6055.0,1796.0,1354,710,1926,2009,2,6,2,3,4,RL,Blueste,1.5Fin,PConc,Gd,Fa,Gd,Unf,24.40100537602237,95.86476162536697,2002.0,NA,NA,NA
146303,6112.0,1549.0,1712,0,1953,2009,7,5,2,5,9,RL,Blmngtn,2Story,CBlock,TA,Gd,Gd,Unf,51.58101533058466,209.72367626401066,2008.0,NA,NA,NA
269746,11688.0,1304.0,454,697,1885,1999,7,6,3,2,7,RL,NPkVill,1Story,CBlock,TA,Gd,Ex,Fin,91.2030649703008,57.80002494688499,1982.0,NA,MnPrv,NA
175726,7511.0,1758.0,979,341,1927,1969,9,5,2,2,2,RL,OldTown,SLvl,PConc,Gd,TA,Ex,Fin,62.408739078436994,165.5207352056352,1909.0,NA,MnPrv,NA
419883,14712.0,1173.0,889,434,1957,1969,5,5,1,2,7,RL,BrDale,2Story,CBlock,Ex,Gd,Ex,Fin,,144.3683682675046,1983.0,NA,GdWo,NA
194332,1972.0,1194.0,1173,344,1897,1968,6,4,2,3,14,RM,Sawyer,1Story,CBlock,Ex,Gd,Gd,Fin,39.6676830502787,204.2697851645027,1962.0,NA,NA,NA
179300,6541.0,1236.0,1086,758,1963,1990,8,7,2,3,6,RL,NoRidge,2Story,Wood,Gd,TA,Gd,RFn,87.40344196027021,90.38020991682544,1923.0,NA,NA,NA
146730,5565.0,2176.0,858,203,1907,1965,6,6,4,4,9,RL,Blueste,2Story,PConc,Ex,TA,Fa,Fin,68.81169262401944,66.95252531707195,1905.0,NA,NA,NA
175153,9378.0,334.0,823,452,1949,1987,3,7,1,3,14,RL,NoRidge,1.5Fin,PConc,Gd,Ex,Gd,Fin,63.83036941560316,37.31097051377718,1944.0,NA,NA,NA
156218,7920.0,1697.0,553,555,1983,1970,4,5,2,2,3,C,NridgHt,1Story,Slab,Gd,Gd,TA,Fin,40.54235824014171,58.270769493788436,1917.0,NA,NA,NA
220409,17653.0,1517.0,1395,127,1894,1978,8,3,2,3,13,RL,Gilbert,2Story,PConc,Gd,Gd,Ex,Fin,75.2505086019675,209.43980471413138,1915.0,NA,NA,NA
243453,3584.0,659.0,1183,266,1990,1993,8,5,3,4,8,RL,Gilbert,2Story,PConc,Gd,Gd,TA,Fin,44.77757874523013,99.8518432972358,2002.0,NA,NA,NA
121249,11240.0,1654.0,1367,420,1987,2009,8,5,2,3,7,RL,Crawfor,1Story,PConc,Gd,Gd,TA,Fin,54.09847743628244,93.37367072876823,2003.0,NA,NA,NA
97490,15290.0,1737.0,875,272,1893,1987,4,6,2,4,2,RL,BrDale,1Story,PConc,Ex,Gd,Gd,Unf,,297.4427888780723,1939.0,NA,NA,NA
79659,33322.0,1794.0,737,286,1899,1994,8,5,1,3,13,RL,Timber,2Story,PConc,Gd,Gd,Gd,Unf,60.85686814057159,162.2501697567899,1915.0,NA,MnPrv,NA
203454,8192.0,334.0,568,380,1914,2008,7,5,2,2,9,RL,Blueste,2Story,BrkTil,Gd,TA,TA,Unf,95.69474545414333,27.46233111710097,2003.0,NA,NA,NA
106793,13288.0,2183.0,1143,579,1947,1973,5,5,2,4,7,RL,SWISU,2Story,PConc,Gd,TA,Gd,Unf,5.246168770787065,398.25992075821523,1978.0,NA,NA,NA
70181,3705.0,1131.0,584,381,1889,1986,10,6,0,2,14,RL,Edwards,1.5Fin,PConc,TA,Gd,Gd,Unf,65.5406119605971,47.236706350371676,2003.0,Ex,MnWw,NA
193964,2604.0,1843.0,1739,665,1971,1978,7,5,2,2,4,RM,OldTown,2Story,PConc,Gd,Ex,Gd,Fin,60.930534881557634,567.871246699684,1969.0,NA,NA,NA
450088,18157.0,1870.0,476,250,1995,1980,9,8,2,2,6,RL,Mitchel,2Story,PConc,TA,TA,Gd,Unf,69.78722452257259,257.0879502342202,1996.0,NA,NA,NA
165639,10901.0,1061.0,1109,199,1980,1994,8,4,2,2,8,RL,Blueste,1Story,PConc,Gd,TA,TA,RFn,,67.15208689241946,1912.0,NA,NA,NA
232209,22183.0,1830.0,1626,835,1907,2001,6,6,1,3,10,RL,IDOTRR,1Story,BrkTil,Gd,Gd,TA,Fin,95.59702837442909,185.62550715333356,1967.0,NA,NA,NA
171567,4798.0,1307.0,1239,318,1996,1988,7,5,2,3,5,RL,Mitchel,2Story,PConc,TA,Gd,TA,RFn,63.55717920848451,566.3759819101741,1995.0,NA,GdPrv,NA
159602,14942.0,464.0,1070,187,1878,1961,6,5,2,3,13,RM,MeadowV,2Story,PConc,Ex,Po,Ex,Fin,73.32365671138793,156.46373353301428,1949.0,NA,NA,NA
239816,33566.0,2083.0,612,101,1894,1979,7,6,2,3,3,RL,SawyerW,2Story,CBlock,Ex,TA,Gd,Fin,92.30639528765232,48.79126215444639,1928.0,NA,NA,NA
147840,14070.0,1112.0,447,665,1988,2002,7,5,1,3,4,RM,Mitchel,2Story,PConc,Gd,TA,Po,Fin,71.30006344635014,202.25940987293689,1957.0,NA,NA,NA
184786,12912.0,1072.0,1308,381,1985,1953,8,6,2,2,8,RL,Sawyer,2Story,CBlock,Gd,TA,TA,RFn,38.26976186068745,100.73710438981853,,NA,NA,NA
188844,10994.0,1298.0,1602,399,1967,1979,1,6,2,3,9,RL,Crawfor,1Story,PConc,Gd,Gd,Gd,Unf,,174.31380773007436,1996.0,NA,MnPrv,NA
127104,4261.0,1636.0,824,418,1892,1954,7,4,1,3,6,RL,Sawyer,2Story,CBlock,TA,Gd,TA,Fin,66.89707222871404,53.31557121196041,1904.0,NA,NA,Grvl
246919,24670.0,1471.0,544,652,1941,1965,5,6,2,3,4,RL,NWAmes,1Story,PConc,Ex,TA,NA,Unf,28.835945412498702,73.32699067724158,1939.0,NA,MnPrv,NA
154819,7581.0,1774.0,16,414,1924,1976,5,6,2,3,2,RL,SawyerW,2Story,CBlock,Fa,Gd,Gd,Fin,52.20476794850006,148.8315145337975,1903.0,NA,MnPrv,NA
122725,14804.0,830.0,607,918,1955,1953,8,6,2,3,11,FV,NridgHt,2Story,CBlock,Gd,Gd,TA,Fin,68.29333198807383,147.88169806893958,1906.0,NA,NA,NA
205788,4282.0,1128.0,954,476,1977,1957,3,5,3,3,14,RM,OldTown,2Story,PConc,Gd,Ex,Gd,Fin,120.30509849341465,324.27123730311706,1979.0,NA,MnPrv,NA
115915,5390.0,1442.0,1639,662,1912,1997,5,5,3,3,2,RL,Somerst,1Story,PConc,TA,TA,Gd,Unf,79.27754900823378,532.5564383023731,1936.0,NA,NA,NA
167924,25875.0,2448.0,1269,611,1999,1957,5,5,3,3,12,RM,OldTown,1Story,PConc,Ex,TA,Gd,NA,73.94347682710975,48.16230239732898,1974.0,NA,NA,NA
165438,8880.0,1443.0,1122,442,1959,1966,6,7,2,3,3,RL,StoneBr,1Story,BrkTil,Po,Gd,Gd,Fin,112.2656992251568,107.1173678970707,1958.0,NA,NA,Grvl
256365,26159.0,2042.0,839,332,1974,1995,5,7,3,3,6,C,SWISU,2Story,PConc,Ex,TA,TA,NA,84.69620227323306,104.57476600510007,1949.0,NA,NA,Grvl
200762,10436.0,1519.0,766,516,1978,1993,7,5,2,3,4,RL,SawyerW,1Story,PConc,Gd,Gd,TA,Unf,,142.44510994999612,1968.0,NA,GdWo,NA
164388,3622.0,1258.0,1562,552,1888,1952,7,5,2,2,14,RL,NWAmes,1Story,PConc,Gd,Gd,Gd,Fin,59.82760544172032,82.32521811756546,1928.0,NA,NA,NA
230292,109781.30097943472,1376.0,1080,335,1896,1976,5,6,2,2,8,RL,Blueste,SFoyer,Wood,Gd,Gd,Gd,RFn,38.36313767876779,28.77854875211776,1954.0,NA,GdPrv,NA
289549,7677.0,1415.0,158,483,1935,2001,6,6,1,3,3,RL,NPkVill,1Story,PConc,Gd,TA,Gd,Unf,76.54118876243876,197.7611419281648,1988.0,NA,MnPrv,NA
207549,16634.0,1801.0,730,697,1957,1983,5,6,3,0,3,RL,NridgHt,1Story,PConc,Gd,Gd,Gd,RFn,115.5549767822124,199.2089200038558,1966.0,NA,NA,NA
166731,11104.0,2187.0,656,863,1990,1994,7,2,2,2,4,RL,NAmes,2Story,CBlock,Ex,Gd,TA,RFn,107.82580094426982,261.6263703899723,1995.0,NA,NA,NA
98249,4333.0,1679.0,781,620,1906,1970,6,1,3,5,14,RL,Blueste,2Story,Wood,Ex,Gd,Gd,RFn,86.44601997617497,454.4672251945542,1929.0,NA,GdWo,NA
108440,12071.0,2093.0,1225,822,1908,1992,4,5,2,2,13,RL,SawyerW,2Story,PConc,Gd,Ex,Gd,Fin,52.83488704937526,199.14168459611042,1919.0,NA,NA,NA
146959,40852.0,1017.0,957,324,1926,1973,4,4,4,3,2,RM,CollgCr,2Story,PConc,TA,TA,Gd,Fin,31.234149637743712,,,NA,NA,NA
130117,14702.0,1292.0,969,590,2000,1993,5,6,2,4,3,RL,Gilbert,1Story,PConc,Gd,Ex,Gd,RFn,49.44381794373055,502.31016758820556,1966.0,NA,NA,NA
154077,10566.0,1137.0,1525,717,1924,1999,8,5,2,0,6,FV,MeadowV,1Story,PConc,TA,Gd,TA,Unf,75.44278998783575,104.5932550373899,1960.0,NA,NA,NA
169848,20852.0,1657.0,721,270,1944,1990,2,6,2,4,4,RL,Gilbert,1Story,PConc,Gd,Gd,Gd,Unf,58.22472063396781,105.3340134690258,1943.0,NA,NA,NA
205228,12411.0,1320.0,1745,352,1984,1978,5,4,2,2,12,RL,NPkVill,1Story,PConc,Ex,Gd,TA,RFn,95.05139211420946,113.59967035220211,1955.0,NA,NA,NA
161425,12403.0,1864.0,731,797,1884,1988,4,5,2,2,11,RL,Sawyer,2Story,CBlock,TA,Gd,TA,Fin,32.770298166373,314.12755708571746,1978.0,NA,NA,NA
201712,5681.0,1034.0,1035,254,1918,1955,9,5,2,1,7,RM,StoneBr,1Story,CBlock,TA,Gd,Gd,Fin,66.78103589812417,638.7894449727515,1959.0,NA,NA,NA
170380,12585.0,1521.0,887,181,1899,2005,7,5,1,3,3,RL,NridgHt,2Story,CBlock,TA,Gd,NA,Unf,50.832786169234566,123.49325131544384,1940.0,NA,NA,NA
75343,20358.0,1843.0,1049,755,1924,1963,5,5,2,5,9,RL,StoneBr,2Story,PConc,Gd,Gd,Gd,RFn,94.7821890111145,158.34510982948763,1977.0,NA,NA,Grvl
114035,6623.0,467.0,1177,689,1902,1999,5,5,2,4,5,RM,NAmes,1Story,CBlock,Gd,Gd,TA,RFn,83.56527431726391,148.49450804343533,1939.0,Gd,NA,NA
156743,25711.0,2560.0,1173,536,1879,1963,8,7,2,3,4,RM,NPkVill,1Story,PConc,Gd,Gd,Gd,Fin,49.224860991084284,233.9643245922292,1949.0,NA,MnPrv,Grvl
102346,10352.0,1358.0,698,440,1943,1986,5,3,1,2,6,RM,Blueste,1Story,PConc,TA,TA,Gd,Fin,91.35524303056108,387.4166019396945,1909.0,NA,MnWw,NA
211075,6421.0,487.0,550,362,1995,2001,10,6,2,4,9,RM,NoRidge,1Story,PConc,Gd,Gd,Gd,Fin,,498.0857846471923,1916.0,NA,NA,NA
306293,19902.0,1579.0,2001,506,1969,1973,5,9,3,4,10,RM,Veenker,2Story,PConc,TA,TA,Gd,Unf,25.33762591602678,137.17768541135626,1914.0,NA,NA,NA
270358,9208.0,1516.0,806,765,1958,1962,3,6,1,2,2,RL,Blmngtn,1.5Fin,PConc,TA,TA,NA,RFn,47.870745955021945,83.07889906610143,1992.0,Ex,NA,NA
152454,17252.0,1459.0,1279,497,1945,1950,7,6,2,4,5,RL,NridgHt,2Story,PConc,TA,Gd,Gd,RFn,20.427473867274394,184.82464551920245,1952.0,NA,GdWo,NA
301429,9181.0,1995.0,356,883,1972,1961,7,5,1,4,7,RL,Blmngtn,2Story,PConc,TA,TA,TA,Unf,67.18591500323775,144.60996978889008,1997.0,NA,GdPrv,NA
176216,10552.0,1873.0,888,270,1896,2000,10,5,1,3,7,RL,NridgHt,1Story,PConc,TA,TA,TA,Fin,67.98029872338815,272.5699897535985,1998.0,NA,GdWo,NA
145098,14707.0,1648.0,949,446,1986,1991,8,6,2,2,14,RL,Edwards,2Story,PConc,Gd,TA,Gd,Fin,59.86240771406899,94.42406941415281,1972.0,NA,NA,NA
129915,13023.0,1725.0,1189,375,1904,1973,6,5,2,5,10,RL,Blueste,2Story,BrkTil,Gd,TA,NA,Fin,83.47289233940124,79.40750938680169,1950.0,NA,MnPrv,NA
147121,3303.0,1447.0,0,232,2006,1986,7,5,2,2,2,RM,Somerst,1Story,BrkTil,Ex,Gd,Gd,RFn,51.91520701546493,186.95341556084637,1980.0,NA,GdPrv,NA
142162,5581.0,2387.0,1066,419,1968,1969,8,8,3,3,14,RL,Veenker,SLvl,Slab,TA,Gd,TA,Unf,37.55910004962783,96.70537622486776,1965.0,NA,MnPrv,NA
177755,19103.0,760.0,540,533,1983,1955,6,5,2,2,6,C,NPkVill,1Story,CBlock,Gd,Gd,TA,Unf,50.06920590240817,505.68236102382764,1925.0,NA,NA,NA
177057,10104.0,1569.0,1129,554,1967,1961,5,8,3,4,11,RL,MeadowV,2Story,Stone,TA,Ex,TA,RFn,39.49059976823208,223.56121469385312,1937.0,NA,GdPrv,NA
166245,7988.0,1532.0,585,884,1876,1970,5,5,2,3,2,RL,NAmes,2Story,CBlock,TA,Gd,Gd,RFn,,108.68695010859639,2006.0,NA,NA,NA
197753,4840.0,1906.0,657,542,1992,1952,5,6,2,3,7,RL,Blmngtn,1.5Fin,Slab,TA,TA,TA,Unf,84.90043326111291,213.14505953991065,1991.0,Gd,NA,NA
267335,5722.0,1078.0,890,680,1981,2010,8,6,2,2,10,FV,OldTown,SLvl,PConc,Ex,Gd,Ex,RFn,,532.7536175535058,1929.0,NA,GdWo,NA
242758,3251.0,628.0,579,463,1888,1976,6,6,2,3,5,RL,Mitchel,SLvl,CBlock,TA,Gd,Gd,Fin,61.50777468832332,58.06588671338454,2006.0,NA,NA,NA
91678,10293.0,1578.0,809,785,1947,1995,5,2,2,4,11,RL,NridgHt,2Story,PConc,Ex,Gd,Ex,RFn,93.9404557673488,79.16327413481609,1954.0,NA,GdPrv,NA
59780,7638.0,1640.0,522,929,1923,2002,8,3,1,4,11,RL,Gilbert,2Story,CBlock,TA,Gd,Gd,Unf,96.79276176281942,29.360772316358837,1908.0,NA,NA,Pave
241283,6124.0,2244.0,266,556,1933,1985,2,5,1,2,10,RL,Gilbert,1Story,BrkTil,Gd,Gd,Gd,RFn,52.94935796575434,190.18296673949442,1991.0,NA,NA,NA
96109,10499.0,864.0,1407,251,1892,1966,7,7,2,3,4,RL,CollgCr,1Story,PConc,TA,TA,TA,Fin,,220.11857143233527,1915.0,NA,NA,NA
151765,13607.0,2077.0,481,340,1956,1998,8,5,1,2,12,C,IDOTRR,1.5Fin,PConc,Gd,Fa,TA,Fin,43.709784540870274,393.2580462826864,1923.0,NA,NA,Grvl
103980,38404.0,2683.0,928,506,1892,1995,6,5,2,3,8,RL,Gilbert,1Story,PConc,TA,Gd,TA,RFn,,152.54276089835827,1985.0,NA,NA,NA
80757,4415.0,1311.0,1301,541,1999,1964,5,5,2,4,6,RL,Sawyer,1Story,CBlock,Gd,Ex,TA,Fin,40.74280734814556,150.04972111546627,1919.0,NA,NA,NA
206196,21930.0,854.0,754,589,1925,1988,6,5,0,3,11,RL,MeadowV,1Story,CBlock,TA,TA,TA,RFn,80.82714725413571,461.7366292402503,1961.0,NA,NA,Grvl
224956,189191.14488453927,4035.9737993415665,669,542,1897,1953,7,5,2,3,2,RL,Blueste,1Story,PConc,Gd,TA,Gd,Fin,140.0305181272597,134.51714406298584,1951.0,NA,GdPrv,NA
131846,6853.0,1507.0,1090,451,1924,1966,6,8,2,3,8,C,BrkSide,1Story,PConc,TA,TA,TA,RFn,116.09352575416548,61.92353358762317,,NA,NA,NA
58899,12356.0,1781.0,1447,322,1937,1987,1,5,1,3,9,RL,StoneBr,1Story,BrkTil,Gd,TA,NA,Fin,,81.67035078983162,1951.0,NA,GdWo,NA
133452,8311.0,1204.0,532,530,1878,1960,3,5,1,2,7,RM,Veenker,1Story,CBlock,TA,Gd,Gd,Unf,,565.78967133955,1942.0,NA,NA,NA
194215,12227.0,2277.0,939,820,1903,1961,7,5,1,2,2,RM,Gilbert,1Story,PConc,Gd,TA,TA,Fin,65.80167553209091,440.23899319886317,1995.0,NA,MnPrv,NA
91898,27050.0,942.0,307,653,1958,1996,6,6,2,2,10,RM,NoRidge,1Story,CBlock,Gd,Ex,Gd,RFn,,90.63980229048084,1909.0,NA,NA,NA
178678,15730.0,630.0,842,556,1873,1981,8,5,2,2,8,RL,Timber,1.5Fin,PConc,TA,TA,Gd,Fin,88.73765673102591,268.03235195766274,1965.0,NA,NA,NA
165028,14841.0,2053.0,1013,655,1946,1976,7,5,2,3,7,RM,BrkSide,2Story,PConc,TA,TA,Po,Fin,72.07293474377991,90.57542651096043,1970.0,NA,MnPrv,NA
209340,8449.0,362.0,658,375,1900,1993,7,5,2,4,5,RL,Timber,2Story,CBlock,TA,TA,Gd,RFn,,630.85260249465,1964.0,NA,NA,NA
174177,4489.0,1397.0,817,348,1998,1992,9,6,2,2,4,RL,Mitchel,2Story,CBlock,TA,Gd,Gd,Fin,96.39252050990802,103.36545581608738,,NA,NA,Pave
112507,9651.0,3058.0,436,300,1920,1976,2,3,2,4,5,RL,Gilbert,1Story,PConc,Gd,TA,NA,RFn,102.58450680358874,64.55420188019117,1914.0,NA,MnPrv,NA
267969,22560.0,1493.0,1030,424,1903,1998,4,5,1,3,2,RL,Edwards,1.5Fin,PConc,Gd,TA,TA,Fin,,114.40380105341296,1974.0,NA,NA,NA
155840,4375.0,939.0,1422,365,1886,1989,7,4,2,3,10,C,NoRidge,SLvl,PConc,Gd,Gd,Gd,RFn,75.6757429945873,202.61779481055288,1983.0,NA,NA,NA
164239,5807.0,1471.0,561,691,1933,1993,3,8,2,2,3,RL,Mitchel,1Story,BrkTil,Gd,TA,Gd,RFn,84.4543307328308,66.04693294652625,1949.0,NA,NA,NA
114312,11798.0,1474.0,750,354,1949,1978,7,4,2,2,3,RM,SawyerW,1Story,CBlock,Gd,TA,TA,Unf,56.696094432551334,246.57429679008746,1940.0,NA,NA,NA
139063,6058.0,1580.0,1201,289,1888,1958,10,6,2,2,4,RL,Blueste,2Story,PConc,TA,TA,Gd,RFn,101.9755181517889,51.740279889436536,1959.0,Fa,MnPrv,NA
116550,6798.0,1831.0,1484,838,1893,1992,8,5,1,3,14,FV,BrDale,1Story,PConc,Gd,Gd,Gd,Unf,62.78698159941881,354.0336708741736,1932.0,NA,NA,NA
154944,8483.0,980.0,402,359,1952,1952,7,5,2,4,2,RL,Crawfor,SLvl,PConc,Gd,TA,Gd,Unf,102.66975205829908,290.8890421201935,1951.0,NA,NA,NA
329286,4820.0,2343.0,932,480,1879,1988,9,6,1,4,11,FV,NPkVill,2Story,CBlock,TA,Gd,NA,Fin,60.791441227912586,316.9918594928371,1937.0,NA,NA,NA
95917,6096.0,1622.0,1113,540,1902,1978,4,5,1,3,4,RM,Sawyer,1Story,PConc,Gd,TA,TA,Unf,76.48436677232411,187.75550843746592,1983.0,NA,NA,NA
87079,16681.0,1863.0,959,222,1883,1970,6,5,2,3,5,RL,Blmngtn,1Story,PConc,Gd,TA,Gd,RFn,75.93154456909228,225.03528346210788,1963.0,NA,NA,NA
299080,4991.0,1185.0,9,697,1904,1984,6,5,2,3,10,RL,Somerst,2Story,CBlock,Ex,TA,TA,Fin,111.56566751977465,238.50469284725847,1909.0,NA,NA,NA
152706,4193.0,2143.0,1200,577,1883,2002,6,5,3,2,6,RM,CollgCr,1Story,PConc,Fa,TA,TA,Unf,,177.079327351009,1995.0,NA,NA,NA
127054,7494.0,1371.0,1607,761,1896,1997,1,7,2,3,12,RL,Blmngtn,1.5Fin,PConc,Gd,Gd,NA,Fin,,212.57020683400825,1999.0,NA,NA,NA
251692,16969.0,1638.0,1046,314,1919,1959,9,7,2,4,7,RL,Crawfor,1Story,PConc,TA,TA,TA,RFn,63.19363466639132,50.35841672458682,,NA,NA,NA
130320,9719.0,1033.0,587,469,1954,1972,8,6,4,3,14,RM,Gilbert,SFoyer,CBlock,Gd,Fa,TA,RFn,63.09576899649738,67.91889696826465,1962.0,NA,NA,NA
344691,8277.0,1001.0,794,457,1926,1988,7,7,2,4,2,RL,Timber,1Story,CBlock,Gd,Gd,Gd,RFn,,195.39935447135386,1958.0,NA,NA,NA
217764,11233.0,1844.0,1707,502,2002,1974,4,8,1,3,4,RL,StoneBr,2Story,PConc,Gd,Gd,Gd,RFn,,60.30566953953343,1911.0,NA,MnWw,NA
136603,3837.0,1278.0,1363,159,1996,1973,6,6,2,3,8,RL,StoneBr,1Story,PConc,TA,Gd,TA,Fin,67.96671077528902,138.77846533950986,1957.0,NA,NA,NA
393534,14717.0,1073.0,1256,472,1940,1969,9,5,2,3,8,RL,SawyerW,1Story,PConc,Fa,Gd,TA,Fin,104.20186838445943,56.57744489469896,1988.0,NA,MnPrv,NA
130315,13767.0,1178.0,1142,164,1922,1964,7,5,2,2,11,RL,NridgHt,2Story,PConc,Gd,Gd,TA,Fin,103.09125160937171,375.7697225732538,1908.0,NA,NA,NA
223426,8556.0,1849.0,735,521,1898,1970,7,7,2,4,14,RM,SawyerW,1Story,PConc,Gd,Gd,Gd,Fin,30.878734060309476,40.252799867501956,1948.0,NA,NA,NA
187159,20001.0,1185.0,919,24,1896,2002,9,6,1,4,13,RL,Somerst,1Story,PConc,Gd,TA,TA,Unf,26.920119235222835,162.3189800898558,1960.0,NA,NA,NA
279482,5560.0,1441.0,968,79,1904,1991,7,6,2,3,13,RL,IDOTRR,1Story,BrkTil,Gd,Ex,TA,Unf,,33.68969247685886,1980.0,NA,NA,NA
310085,21520.0,1507.0,1219,613,1933,1961,7,4,2,5,14,RL,SWISU,1Story,CBlock,TA,TA,TA,RFn,25.522383047709198,26.648284146935758,1977.0,NA,NA,NA
168181,12000.0,541.0,1603,340,1901,1967,6,5,2,1,2,RL,OldTown,2Story,CBlock,Gd,TA,Ex,Fin,38.415311533126115,114.20835587111048,1987.0,NA,GdPrv,NA
122839,8938.0,764.0,1447,252,1912,2009,6,5,3,3,10,FV,NridgHt,2Story,CBlock,Ex,TA,TA,RFn,78.78022286667853,349.0644878312693,2004.0,NA,NA,NA
199583,10808.0,1668.0,432,704,1988,1972,7,4,2,4,2,RL,SWISU,1Story,CBlock,TA,Gd,Gd,Fin,69.05292429665803,170.52995055531804,1950.0,NA,NA,NA
126615,10256.0,1131.0,1089,515,1875,2004,5,7,2,3,8,C,Crawfor,1Story,CBlock,Gd,Gd,TA,Unf,26.976539974524925,144.09541280715632,1944.0,NA,NA,NA
371518,22746.0,2028.0,1294,624,1937,1990,7,5,2,0,13,RL,SawyerW,1Story,PConc,TA,Gd,TA,Fin,,30.850540909459774,1966.0,NA,GdPrv,NA
175363,38785.1089780028,6000.0,1247,416,1931,1978,5,5,2,2,13,RL,Somerst,1.5Fin,PConc,TA,TA,Gd,RFn,59.45097527575892,33.69474276887821,2004.0,NA,NA,NA
143468,6922.0,1859.0,748,985,2008,1990,4,3,3,3,3,RL,CollgCr,1.5Fin,PConc,Ex,Gd,TA,RFn,57.04305499114659,220.9840566906692,1979.0,NA,GdPrv,NA
178772,20369.0,2409.0,2165,329,1902,1985,6,4,2,3,10,RL,OldTown,2Story,PConc,Ex,Gd,NA,NA,95.41389540491964,199.62972555147152,1917.0,NA,NA,NA
96872,7651.0,1458.0,489,798,1960,1954,5,5,2,2,13,RL,NoRidge,1.5Fin,BrkTil,Ex,Gd,Gd,Fin,80.27198202928142,378.03958515753817,2002.0,NA,NA,NA
112572,18775.0,1824.0,566,437,1971,1988,9,9,2,3,13,RM,Timber,1.5Fin,PConc,Fa,Gd,TA,Fin,68.93948120435168,403.6851367592242,1960.0,NA,GdWo,NA
268381,30322.0,1207.0,1093,119,1990,1975,5,6,2,1,10,C,Blmngtn,1Story,PConc,TA,TA,Gd,NA,57.63530031168103,749.7591595010422,1949.0,Gd,NA,NA
127674,8594.0,2726.0,1846,546,1940,1988,7,6,1,3,10,C,Mitchel,1Story,PConc,Gd,Gd,TA,RFn,84.24051964457755,204.75274203151594,1913.0,NA,NA,NA
109232,16462.0,2491.0,665,512,1895,1960,5,7,2,4,5,RL,ClearCr,1Story,PConc,TA,TA,Gd,RFn,59.179686600139114,458.06963741404377,1909.0,Fa,NA,NA
205800,5474.0,1505.0,893,239,1894,1991,5,8,2,3,7,RL,Blmngtn,1Story,BrkTil,TA,Gd,Gd,Unf,,640.69644704423,1973.0,NA,NA,NA
266807,17203.0,1693.0,1430,265,1934,1960,6,5,3,3,14,RL,Edwards,2Story,PConc,Ex,TA,TA,Fin,40.58760686035098,152.94148831511788,1905.0,NA,GdPrv,NA
221367,12328.0,2179.0,992,445,1989,2005,9,5,2,2,13,RL,SWISU,2Story,CBlock,Gd,Gd,Gd,Fin,,207.4931389981672,1902.0,NA,NA,NA
247315,14527.0,1426.0,866,519,1985,2005,6,5,2,2,3,RL,Timber,2Story,CBlock,TA,TA,Gd,Fin,108.81489369749389,80.2844219900527,1985.0,Gd,MnWw,NA
122673,7425.0,1171.0,1226,0,1877,1967,8,2,2,2,4,RL,Timber,1Story,Stone,Gd,Gd,NA,Unf,,250.08010152337872,1901.0,NA,NA,NA
94021,4037.0,1936.0,1109,660,1877,1961,5,5,3,4,7,RM,NWAmes,2Story,PConc,TA,TA,TA,Unf,57.84629229047273,71.94287945229821,2002.0,NA,NA,NA
302710,14793.0,1539.0,1412,351,1901,2006,2,5,2,2,2,RL,OldTown,1Story,CBlock,TA,Gd,TA,RFn,93.38624359051241,102.09161959002675,1975.0,NA,NA,NA
145936,3171.0,1591.0,1516,183,1872,1965,8,2,2,3,8,RM,CollgCr,1Story,PConc,Ex,Gd,TA,RFn,84.71627314840632,422.30007990470534,1900.0,NA,NA,NA
150191,38688.5066803586,1082.0,1122,638,1934,1976,7,7,2,4,3,FV,NridgHt,SFoyer,PConc,TA,Gd,TA,Fin,58.905760923553785,111.86736200237861,1951.0,NA,NA,Grvl
282455,19239.0,641.0,1116,445,2007,1985,6,7,2,3,9,RL,NWAmes,1Story,PConc,Ex,Ex,Gd,RFn,98.77858430151775,279.02082032419617,2000.0,NA,NA,NA
207418,12272.0,1618.0,1085,693,1899,1966,5,5,2,3,6,RM,BrDale,1Story,PConc,TA,Gd,Ex,Unf,,281.2758996995593,1912.0,NA,NA,NA
199257,35207.0,1952.0,1195,537,1960,1998,3,6,2,3,8,RL,Somerst,2Story,PConc,Gd,TA,Gd,Unf,37.846816509516195,23.315125352660946,1931.0,NA,NA,NA
394747,20232.0,1387.0,1022,449,1924,1970,6,6,4,2,9,RL,ClearCr,1.5Fin,PConc,TA,Gd,Gd,Fin,68.35520229631649,301.94767157080605,1924.0,NA,NA,NA
128359,7388.0,2218.0,999,419,1909,2004,8,5,2,2,4,RL,OldTown,1Story,PConc,TA,Gd,Gd,Fin,97.10860075820541,122.74101967921997,1937.0,NA,NA,NA
240658,11118.0,1148.0,1478,546,1923,1986,4,6,2,3,7,RL,NWAmes,2Story,PConc,Gd,Gd,TA,Unf,72.56920925371102,94.28453360041024,1904.0,NA,NA,NA
169872,10631.0,972.0,1606,367,1949,1980,9,5,2,3,13,RL,Sawyer,SLvl,PConc,Gd,Gd,Ex,RFn,40.6841330266812,190.37783491878906,,NA,NA,NA
